sales_id,order_date,customer_id,product_id,sales_rep_id,region_id,quantity,unit_price,discount,total_revenue,total_cost,profit
609,2025-05-29 15:04:38.695769,478,67,12,3,18,338.99,0.11,6101.82,4069.62,2032.2
610,2025-04-28 15:04:38.695769,392,2,21,4,11,1460.79,0.17,16068.69,11174.79,4893.9
611,2025-09-29 15:04:38.695769,280,64,7,4,11,2042.72,0.15,22469.92,16726.6,5743.32
612,2025-06-08 15:04:38.695769,230,16,13,1,9,2481.76,0.15,22335.84,17954.82,4381.02
613,2025-08-14 15:04:38.695769,70,35,10,1,10,1734.35,0.06,17343.5,12959.3,4384.2
614,2025-01-18 15:04:38.695769,12,110,25,3,8,1421.05,0.18,11368.4,9586.08,1782.32
615,2025-10-08 15:04:38.695769,80,173,4,1,17,956.31,0.09,16257.27,12292.53,3964.74
616,2025-03-12 15:04:38.695769,456,92,19,2,5,194.18,0.05,970.9,840.35,130.55
617,2025-04-15 15:04:38.695769,292,88,7,1,10,538.46,0.14,5384.6,4736.8,647.8
618,2026-02-06 15:04:38.695769,360,42,19,1,16,108.47,0.12,1735.52,1484.48,251.04
619,2025-10-13 15:04:38.695769,196,103,3,1,10,1770.38,0.18,17703.8,15878.6,1825.2
620,2025-05-20 15:04:38.695769,214,95,4,2,11,283.47,0.15,3118.17,2516.36,601.81
621,2025-12-11 15:04:38.695769,399,125,21,4,20,997.83,0.01,19956.6,13562.4,6394.2
622,2025-09-05 15:04:38.695769,290,146,5,3,17,2164.15,0.1,36790.55,32952.46,3838.09
623,2026-01-20 15:04:38.695769,375,57,13,4,8,1260.17,0.15,10081.36,8681.28,1400.08
624,2024-10-15 15:04:38.695769,222,48,10,4,19,621.08,0.03,11800.52,9064.14,2736.38
625,2025-10-08 15:04:38.695769,382,185,2,5,11,1161.92,0.08,12781.12,11280.61,1500.51
626,2025-05-20 15:04:38.695769,397,186,23,2,3,239.98,0.15,719.94,571.65,148.29
627,2025-07-14 15:04:38.695769,203,171,21,5,16,1135.3,0.04,18164.8,13722.56,4442.24
628,2025-08-20 15:04:38.695769,127,140,8,1,20,2251.17,0.05,45023.4,30039.0,14984.4
629,2025-10-12 15:04:38.695769,46,132,4,4,14,1092.46,0.08,15294.44,12440.96,2853.48
630,2025-02-17 15:04:38.695769,305,100,21,1,12,216.17,0.15,2594.04,2205.48,388.56
631,2025-11-23 15:04:38.695769,421,141,15,5,6,2441.36,0.03,14648.16,9797.7,4850.46
632,2024-10-27 15:04:38.695769,103,113,22,3,2,1581.19,0.03,3162.38,2151.74,1010.64
633,2024-04-26 15:04:38.695769,125,97,20,2,3,170.17,0.17,510.51,445.89,64.62
634,2026-02-10 15:04:38.695769,412,9,4,3,10,785.11,0.09,7851.1,7101.9,749.2
635,2025-09-03 15:04:38.695769,109,128,7,5,1,977.28,0.1,977.28,792.76,184.52
636,2025-11-29 15:04:38.695769,374,162,5,1,9,1033.95,0.08,9305.55,7052.22,2253.33
637,2024-08-23 15:04:38.695769,31,165,10,2,17,1748.53,0.16,29725.01,26602.11,3122.9
638,2025-06-21 15:04:38.695769,336,67,1,1,20,273.23,0.08,5464.6,4521.8,942.8
639,2026-01-06 15:04:38.695769,185,155,4,1,9,145.34,0.06,1308.06,958.14,349.92
640,2025-03-26 15:04:38.695769,261,97,23,1,13,177.24,0.18,2304.12,1932.19,371.93
641,2025-08-28 15:04:38.695769,46,78,6,2,16,930.97,0.1,14895.52,10296.16,4599.36
642,2026-03-01 15:04:38.695769,12,114,2,2,15,1296.04,0.18,19440.6,14680.2,4760.4
643,2025-04-08 15:04:38.695769,382,185,6,1,10,1264.89,0.07,12648.9,10255.1,2393.8
644,2025-01-05 15:04:38.695769,121,170,17,3,12,1238.47,0.16,14861.64,11964.48,2897.16
645,2024-04-01 15:04:38.695769,484,111,18,3,9,565.75,0.05,5091.75,3508.02,1583.73
646,2026-01-03 15:04:38.695769,71,33,3,4,11,283.06,0.1,3113.66,2134.33,979.33
647,2026-02-02 15:04:38.695769,117,30,14,2,20,1371.06,0.11,27421.2,18923.2,8498.0
648,2025-11-11 15:04:38.695769,169,72,15,5,14,1442.65,0.03,20197.1,13571.32,6625.78
649,2026-01-31 15:04:38.695769,410,149,7,2,5,649.26,0.06,3246.3,2436.4,809.9
650,2025-05-16 15:04:38.695769,466,68,25,2,17,112.92,0.13,1919.64,1311.38,608.26
651,2025-01-21 15:04:38.695769,35,64,18,5,19,2230.48,0.19,42379.12,28891.4,13487.72
652,2024-07-29 15:04:38.695769,373,139,1,3,4,272.05,0.18,1088.2,927.2,161.0
653,2025-01-06 15:04:38.695769,227,54,24,3,14,2707.35,0.03,37902.9,25532.78,12370.12
654,2024-09-07 15:04:38.695769,14,145,25,5,7,1991.49,0.12,13940.43,12199.46,1740.97
655,2024-10-24 15:04:38.695769,306,75,8,2,20,2419.2,0.14,48384.0,36466.2,11917.8
656,2025-07-03 15:04:38.695769,69,62,17,5,12,1831.52,0.09,21978.24,19419.0,2559.24
657,2025-04-02 15:04:38.695769,252,137,16,2,12,2240.98,0.03,26891.76,22914.12,3977.64
658,2024-03-17 15:04:38.695769,474,131,9,4,8,1906.33,0.04,15250.64,13703.6,1547.04
659,2024-05-08 15:04:38.695769,91,160,15,5,7,260.54,0.1,1823.78,1299.83,523.95
660,2024-11-09 15:04:38.695769,219,45,13,1,11,2421.85,0.12,26640.35,18414.44,8225.91
661,2025-04-09 15:04:38.695769,314,114,24,5,13,1358.49,0.12,17660.37,12722.84,4937.53
662,2026-02-21 15:04:38.695769,403,3,2,5,17,401.79,0.02,6830.43,5035.06,1795.37
663,2024-04-14 15:04:38.695769,450,83,8,5,15,1710.25,0.11,25653.75,17929.65,7724.1
664,2025-08-12 15:04:38.695769,392,114,21,1,2,1294.87,0.04,2589.74,1957.36,632.38
665,2025-01-07 15:04:38.695769,397,95,10,4,15,288.06,0.03,4320.9,3431.4,889.5
666,2024-04-26 15:04:38.695769,354,57,17,2,10,1459.82,0.09,14598.2,10851.6,3746.6
667,2025-07-27 15:04:38.695769,58,185,6,5,15,1165.16,0.19,17477.4,15382.65,2094.75
668,2025-04-29 15:04:38.695769,166,118,15,1,18,1694.39,0.04,30499.02,26426.16,4072.86
669,2024-09-24 15:04:38.695769,452,113,15,1,19,1569.31,0.05,29816.89,20441.53,9375.36
670,2024-07-06 15:04:38.695769,47,57,4,4,6,1505.5,0.13,9033.0,6510.96,2522.04
671,2025-03-30 15:04:38.695769,373,21,17,5,3,893.79,0.19,2681.37,2047.59,633.78
672,2024-04-15 15:04:38.695769,394,158,6,3,13,81.73,0.11,1062.49,804.83,257.66
673,2024-07-28 15:04:38.695769,92,169,25,1,5,1064.75,0.08,5323.75,4570.35,753.4
674,2025-06-01 15:04:38.695769,148,8,21,2,10,272.73,0.02,2727.3,1959.2,768.1
675,2024-03-05 15:04:38.695769,319,126,25,3,5,264.3,0.0,1321.5,890.4,431.1
676,2025-09-09 15:04:38.695769,414,179,1,5,16,2730.57,0.18,43689.12,30294.08,13395.04
677,2026-01-06 15:04:38.695769,244,143,15,4,8,1609.86,0.09,12878.88,10852.24,2026.64
678,2024-11-07 15:04:38.695769,452,75,18,3,20,2443.31,0.12,48866.2,36466.2,12400.0
679,2024-09-30 15:04:38.695769,26,128,6,2,18,1132.1,0.01,20377.8,14269.68,6108.12
680,2024-04-04 15:04:38.695769,342,120,19,5,12,187.95,0.06,2255.4,2023.32,232.08
681,2025-05-02 15:04:38.695769,92,59,6,3,3,2051.58,0.12,6154.74,5497.2,657.54
682,2025-09-28 15:04:38.695769,91,107,15,5,20,1779.49,0.07,35589.8,26781.2,8808.6
683,2025-01-02 15:04:38.695769,166,16,12,4,2,2268.79,0.16,4537.58,3989.96,547.62
684,2024-05-07 15:04:38.695769,150,181,16,2,14,991.52,0.02,13881.28,9657.76,4223.52
685,2025-04-29 15:04:38.695769,269,63,7,2,9,2374.24,0.12,21368.16,17348.76,4019.4
686,2025-12-06 15:04:38.695769,271,66,3,4,4,2572.31,0.14,10289.24,7744.72,2544.52
687,2026-02-23 15:04:38.695769,148,168,14,5,20,2010.28,0.17,40205.6,27284.8,12920.8
688,2025-11-30 15:04:38.695769,182,93,5,5,9,550.44,0.11,4953.96,3781.17,1172.79
689,2025-07-24 15:04:38.695769,253,140,6,5,17,2090.22,0.05,35533.74,25533.15,10000.59
690,2024-03-03 15:04:38.695769,61,168,1,4,10,2035.04,0.13,20350.4,13642.4,6708.0
691,2024-09-30 15:04:38.695769,410,43,20,4,4,816.4,0.08,3265.6,2340.96,924.64
692,2025-12-14 15:04:38.695769,109,199,1,2,11,597.7,0.14,6574.7,5302.77,1271.93
693,2025-01-11 15:04:38.695769,154,77,17,5,9,456.78,0.06,4111.02,2903.13,1207.89
694,2025-02-06 15:04:38.695769,175,10,13,5,1,1508.88,0.12,1508.88,1317.18,191.7
695,2024-09-16 15:04:38.695769,170,35,11,4,1,1856.83,0.18,1856.83,1295.93,560.9
696,2025-07-08 15:04:38.695769,80,47,21,4,2,1675.8,0.18,3351.6,2467.56,884.04
697,2025-06-18 15:04:38.695769,402,165,14,1,18,2282.1,0.17,41077.8,28166.94,12910.86
698,2026-01-25 15:04:38.695769,162,140,18,5,10,1991.55,0.0,19915.5,15019.5,4896.0
699,2025-02-27 15:04:38.695769,34,120,5,3,19,231.7,0.17,4402.3,3203.59,1198.71
700,2025-12-03 15:04:38.695769,274,168,6,5,11,2037.42,0.12,22411.62,15006.64,7404.98
701,2025-01-11 15:04:38.695769,362,3,11,1,6,396.31,0.05,2377.86,1777.08,600.78
702,2024-10-31 15:04:38.695769,191,122,15,3,3,1802.62,0.04,5407.86,4163.67,1244.19
703,2025-03-20 15:04:38.695769,402,182,2,2,10,1193.29,0.18,11932.9,10199.0,1733.9
704,2025-07-09 15:04:38.695769,464,40,17,2,15,1517.62,0.04,22764.3,17478.75,5285.55
705,2025-08-20 15:04:38.695769,159,24,25,3,16,1512.45,0.03,24199.2,17372.32,6826.88
706,2025-08-12 15:04:38.695769,347,139,5,2,4,331.21,0.14,1324.84,927.2,397.64
707,2025-08-18 15:04:38.695769,60,153,1,3,15,2131.11,0.19,31966.65,25470.75,6495.9
708,2025-02-06 15:04:38.695769,240,82,2,1,20,1966.61,0.1,39332.2,27149.0,12183.2
709,2025-01-15 15:04:38.695769,328,44,7,3,10,2024.69,0.04,20246.9,18257.0,1989.9
710,2025-01-22 15:04:38.695769,396,179,15,1,10,2292.24,0.05,22922.4,18933.8,3988.6
711,2024-03-17 15:04:38.695769,491,109,20,5,6,1923.6,0.1,11541.6,9542.82,1998.78
712,2025-09-15 15:04:38.695769,164,23,9,2,7,1171.93,0.19,8203.51,6228.88,1974.63
713,2024-08-24 15:04:38.695769,37,40,10,5,10,1549.36,0.18,15493.6,11652.5,3841.1
714,2024-07-13 15:04:38.695769,15,142,16,1,18,1524.79,0.02,27446.22,21484.98,5961.24
715,2025-04-07 15:04:38.695769,92,71,23,5,2,296.4,0.18,592.8,522.54,70.26
716,2025-01-15 15:04:38.695769,171,182,7,5,15,1373.32,0.02,20599.8,15298.5,5301.3
717,2024-06-05 15:04:38.695769,417,174,23,4,15,799.36,0.02,11990.4,9034.95,2955.45
718,2026-02-27 15:04:38.695769,393,198,15,4,10,2400.73,0.05,24007.3,17475.2,6532.1
719,2025-11-23 15:04:38.695769,133,3,12,4,8,342.82,0.04,2742.56,2369.44,373.12
720,2025-01-28 15:04:38.695769,233,94,16,1,11,2690.28,0.01,29593.08,20906.27,8686.81
721,2025-06-17 15:04:38.695769,434,172,6,3,4,1888.33,0.15,7553.32,6088.56,1464.76
722,2025-08-04 15:04:38.695769,53,149,13,1,20,648.02,0.07,12960.4,9745.6,3214.8
723,2025-08-29 15:04:38.695769,237,80,13,5,3,2522.44,0.08,7567.32,5340.48,2226.84
724,2024-08-11 15:04:38.695769,499,79,16,4,20,331.02,0.01,6620.4,5528.6,1091.8
725,2025-10-28 15:04:38.695769,221,160,14,5,7,264.71,0.16,1852.97,1299.83,553.14
726,2024-08-26 15:04:38.695769,340,145,22,1,18,2400.95,0.15,43217.1,31370.04,11847.06
727,2024-06-27 15:04:38.695769,304,69,20,4,19,1344.07,0.07,25537.33,17799.77,7737.56
728,2024-08-29 15:04:38.695769,158,61,13,1,4,2151.49,0.12,8605.96,6023.16,2582.8
729,2025-03-25 15:04:38.695769,168,192,16,1,20,127.71,0.02,2554.2,1813.4,740.8
730,2025-12-13 15:04:38.695769,415,199,1,2,5,701.37,0.13,3506.85,2410.35,1096.5
731,2025-04-05 15:04:38.695769,316,47,19,4,15,1619.34,0.04,24290.1,18506.7,5783.4
732,2026-01-26 15:04:38.695769,156,24,14,3,11,1324.52,0.2,14569.72,11943.47,2626.25
733,2025-08-06 15:04:38.695769,207,75,5,3,19,2011.56,0.01,38219.64,34642.89,3576.75
734,2024-03-02 15:04:38.695769,361,58,18,3,18,2482.69,0.02,44688.42,30049.56,14638.86
735,2024-10-28 15:04:38.695769,222,150,23,5,10,1059.71,0.08,10597.1,7327.2,3269.9
736,2025-04-21 15:04:38.695769,196,150,14,5,11,1014.6,0.04,11160.6,8059.92,3100.68
737,2024-09-10 15:04:38.695769,285,55,13,3,6,1944.71,0.17,11668.26,9045.54,2622.72
738,2026-01-17 15:04:38.695769,65,185,5,1,5,1246.39,0.01,6231.95,5127.55,1104.4
739,2025-07-13 15:04:38.695769,337,175,14,2,1,1247.34,0.02,1247.34,1077.52,169.82
740,2026-02-12 15:04:38.695769,310,18,14,5,14,2213.34,0.04,30986.76,21458.08,9528.68
741,2025-06-05 15:04:38.695769,197,23,12,2,17,1129.79,0.04,19206.43,15127.28,4079.15
742,2025-07-25 15:04:38.695769,434,88,24,2,20,522.46,0.14,10449.2,9473.6,975.6
743,2025-09-12 15:04:38.695769,296,85,12,1,9,2118.65,0.2,19067.85,15081.3,3986.55
744,2025-03-14 15:04:38.695769,58,6,19,4,19,103.37,0.19,1964.03,1518.67,445.36
745,2025-08-23 15:04:38.695769,440,157,25,3,3,2136.67,0.09,6410.01,5541.0,869.01
746,2025-11-16 15:04:38.695769,46,124,8,4,3,253.11,0.13,759.33,579.93,179.4
747,2025-09-05 15:04:38.695769,409,75,19,3,3,2504.55,0.12,7513.65,5469.93,2043.72
748,2024-03-13 15:04:38.695769,241,136,15,5,11,1769.92,0.18,19469.12,14816.56,4652.56
749,2025-05-07 15:04:38.695769,181,167,10,3,19,497.42,0.03,9450.98,6782.05,2668.93
750,2025-09-30 15:04:38.695769,134,57,2,4,20,1518.97,0.12,30379.4,21703.2,8676.2
751,2024-12-25 15:04:38.695769,415,25,24,5,19,427.49,0.01,8122.31,7247.93,874.38
752,2025-08-01 15:04:38.695769,40,118,9,3,16,1663.39,0.03,26614.24,23489.92,3124.32
753,2024-11-20 15:04:38.695769,8,144,24,1,9,894.88,0.12,8053.92,6655.68,1398.24
754,2026-01-05 15:04:38.695769,229,54,12,2,19,2545.23,0.05,48359.37,34651.63,13707.74
755,2025-08-24 15:04:38.695769,442,135,2,3,8,853.33,0.2,6826.64,5275.76,1550.88
756,2024-08-06 15:04:38.695769,429,47,16,4,5,1651.07,0.15,8255.35,6168.9,2086.45
757,2025-12-14 15:04:38.695769,86,52,7,5,8,156.97,0.15,1255.76,920.48,335.28
758,2024-11-27 15:04:38.695769,387,169,4,1,12,1025.34,0.03,12304.08,10968.84,1335.24
759,2025-07-02 15:04:38.695769,383,16,25,5,13,2574.51,0.05,33468.63,25934.74,7533.89
760,2024-07-28 15:04:38.695769,272,30,14,1,13,1220.39,0.06,15865.07,12300.08,3564.99
761,2025-01-19 15:04:38.695769,493,67,17,1,15,283.25,0.02,4248.75,3391.35,857.4
762,2025-05-18 15:04:38.695769,313,108,21,3,18,416.0,0.07,7488.0,5526.36,1961.64
763,2024-11-18 15:04:38.695769,336,14,19,4,9,1781.91,0.09,16037.19,11286.45,4750.74
764,2025-10-25 15:04:38.695769,395,33,7,5,8,270.42,0.07,2163.36,1552.24,611.12
765,2024-03-12 15:04:38.695769,345,1,1,1,6,2422.94,0.0,14537.64,11864.46,2673.18
766,2026-02-01 15:04:38.695769,229,78,12,2,4,843.07,0.15,3372.28,2574.04,798.24
767,2024-03-26 15:04:38.695769,318,163,3,1,9,841.43,0.19,7572.87,6432.75,1140.12
768,2025-12-15 15:04:38.695769,63,101,23,1,7,1766.54,0.02,12365.78,8354.15,4011.63
769,2026-01-03 15:04:38.695769,392,72,21,5,20,1116.69,0.16,22333.8,19387.6,2946.2
770,2026-02-12 15:04:38.695769,95,92,9,3,6,245.11,0.09,1470.66,1008.42,462.24
771,2024-12-10 15:04:38.695769,394,126,14,3,3,241.39,0.05,724.17,534.24,189.93
772,2024-05-04 15:04:38.695769,196,3,13,3,3,358.65,0.2,1075.95,888.54,187.41
773,2024-11-28 15:04:38.695769,92,10,15,1,9,1952.38,0.1,17571.42,11854.62,5716.8
774,2024-08-31 15:04:38.695769,331,190,16,1,7,1926.82,0.03,13487.74,10034.64,3453.1
775,2025-12-20 15:04:38.695769,55,1,15,3,14,2347.89,0.02,32870.46,27683.74,5186.72
776,2024-11-13 15:04:38.695769,398,2,15,1,3,1146.09,0.18,3438.27,3047.67,390.6
777,2024-03-02 15:04:38.695769,478,5,2,4,5,332.72,0.05,1663.6,1222.2,441.4
778,2025-10-11 15:04:38.695769,2,125,17,4,11,991.31,0.1,10904.41,7459.32,3445.09
779,2024-05-12 15:04:38.695769,277,111,8,1,13,560.36,0.08,7284.68,5067.14,2217.54
780,2025-09-01 15:04:38.695769,479,130,12,3,16,279.54,0.14,4472.64,3894.4,578.24
781,2025-12-24 15:04:38.695769,47,18,12,5,13,1719.83,0.17,22357.79,19925.36,2432.43
782,2025-06-15 15:04:38.695769,390,57,25,3,11,1228.6,0.13,13514.6,11936.76,1577.84
783,2025-03-30 15:04:38.695769,339,48,7,3,6,630.57,0.14,3783.42,2862.36,921.06
784,2025-03-04 15:04:38.695769,250,58,3,4,4,2257.47,0.15,9029.88,6677.68,2352.2
785,2024-03-27 15:04:38.695769,369,46,19,2,5,1741.27,0.1,8706.35,7813.45,892.9
786,2025-12-20 15:04:38.695769,158,81,16,5,3,1144.81,0.19,3434.43,2423.58,1010.85
787,2024-03-18 15:04:38.695769,19,12,11,1,15,2840.31,0.07,42604.65,28658.55,13946.1
788,2024-10-04 15:04:38.695769,414,199,21,5,2,608.47,0.09,1216.94,964.14,252.8
789,2025-10-16 15:04:38.695769,120,169,3,1,18,1059.94,0.15,19078.92,16453.26,2625.66
790,2025-06-27 15:04:38.695769,465,180,20,1,16,2096.91,0.05,33550.56,24641.76,8908.8
791,2025-12-09 15:04:38.695769,26,187,10,1,5,995.87,0.09,4979.35,4503.15,476.2
792,2024-05-06 15:04:38.695769,419,96,4,1,6,1866.28,0.1,11197.68,7807.92,3389.76
793,2024-09-25 15:04:38.695769,219,169,11,4,20,1086.12,0.06,21722.4,18281.4,3441.0
794,2025-01-25 15:04:38.695769,429,43,7,1,19,771.55,0.12,14659.45,11119.56,3539.89
795,2024-12-07 15:04:38.695769,73,91,25,4,11,1250.99,0.03,13760.89,12228.81,1532.08
796,2025-05-25 15:04:38.695769,125,189,19,1,12,1549.6,0.03,18595.2,14072.76,4522.44
797,2024-08-10 15:04:38.695769,9,183,16,1,20,490.93,0.0,9818.6,7852.0,1966.6
798,2026-02-23 15:04:38.695769,334,45,19,3,6,2461.6,0.08,14769.6,10044.24,4725.36
799,2024-09-29 15:04:38.695769,74,78,21,3,16,886.08,0.1,14177.28,10296.16,3881.12
800,2024-08-27 15:04:38.695769,313,84,23,1,14,2124.24,0.12,29739.36,24871.84,4867.52
801,2024-05-31 15:04:38.695769,322,2,10,3,16,1366.19,0.08,21859.04,16254.24,5604.8
802,2024-06-30 15:04:38.695769,272,70,4,5,18,1421.03,0.07,25578.54,21418.02,4160.52
803,2025-06-20 15:04:38.695769,395,152,21,2,18,1523.88,0.06,27429.84,21051.0,6378.84
804,2024-08-01 15:04:38.695769,351,170,16,4,7,1141.68,0.04,7991.76,6979.28,1012.48
805,2025-03-09 15:04:38.695769,146,193,7,4,2,431.99,0.05,863.98,770.3,93.68
806,2025-06-09 15:04:38.695769,23,58,4,1,20,2374.02,0.18,47480.4,33388.4,14092.0
807,2024-03-31 15:04:38.695769,249,191,17,1,6,714.86,0.01,4289.16,3687.3,601.86
808,2025-10-29 15:04:38.695769,297,135,11,4,8,915.71,0.04,7325.68,5275.76,2049.92
809,2024-06-22 15:04:38.695769,167,181,8,1,11,822.31,0.05,9045.41,7588.24,1457.17
810,2025-03-21 15:04:38.695769,457,88,8,1,14,685.87,0.09,9602.18,6631.52,2970.66
811,2025-05-22 15:04:38.695769,75,57,7,5,16,1217.26,0.09,19476.16,17362.56,2113.6
812,2025-06-13 15:04:38.695769,369,69,7,3,13,1170.47,0.2,15216.11,12178.79,3037.32
813,2024-04-03 15:04:38.695769,355,108,19,1,7,378.97,0.06,2652.79,2149.14,503.65
814,2025-06-14 15:04:38.695769,215,22,6,3,4,896.19,0.04,3584.76,2488.28,1096.48
815,2025-12-15 15:04:38.695769,488,72,20,2,10,1300.38,0.12,13003.8,9693.8,3310.0
816,2024-05-29 15:04:38.695769,211,41,17,4,18,2863.45,0.17,51542.1,35743.5,15798.6
817,2025-06-18 15:04:38.695769,143,157,1,4,7,2468.76,0.15,17281.32,12929.0,4352.32
818,2025-05-20 15:04:38.695769,297,126,8,5,8,213.54,0.19,1708.32,1424.64,283.68
819,2025-05-03 15:04:38.695769,23,82,2,4,19,1980.93,0.15,37637.67,25791.55,11846.12
820,2025-08-27 15:04:38.695769,202,181,16,1,17,768.1,0.09,13057.7,11727.28,1330.42
821,2024-03-14 15:04:38.695769,355,43,24,4,8,663.22,0.19,5305.76,4681.92,623.84
822,2024-11-01 15:04:38.695769,332,181,3,1,5,857.72,0.1,4288.6,3449.2,839.4
823,2025-06-15 15:04:38.695769,440,52,19,5,10,134.01,0.0,1340.1,1150.6,189.5
824,2024-07-21 15:04:38.695769,448,176,23,4,15,178.12,0.04,2671.8,2078.4,593.4
825,2026-02-20 15:04:38.695769,325,51,1,1,12,881.24,0.08,10574.88,7829.04,2745.84
826,2024-12-30 15:04:38.695769,219,195,25,3,11,291.15,0.14,3202.65,2440.35,762.3
827,2024-09-30 15:04:38.695769,404,165,22,1,20,2060.84,0.12,41216.8,31296.6,9920.2
828,2024-04-27 15:04:38.695769,264,87,22,3,11,158.67,0.18,1745.37,1251.8,493.57
829,2025-06-21 15:04:38.695769,317,60,2,3,4,2426.66,0.07,9706.64,7745.6,1961.04
830,2025-09-27 15:04:38.695769,364,117,25,2,18,2616.8,0.03,47102.4,34084.08,13018.32
831,2024-06-26 15:04:38.695769,333,107,16,5,11,1600.78,0.17,17608.58,14729.66,2878.92
832,2024-10-18 15:04:38.695769,165,19,12,3,7,1282.4,0.1,8976.8,6406.19,2570.61
833,2024-05-05 15:04:38.695769,191,51,12,4,14,789.99,0.1,11059.86,9133.88,1925.98
834,2025-06-26 15:04:38.695769,364,4,18,5,17,2499.85,0.18,42497.45,29680.64,12816.81
835,2026-01-20 15:04:38.695769,485,198,23,1,15,2356.32,0.04,35344.8,26212.8,9132.0
836,2025-04-06 15:04:38.695769,460,84,6,3,15,2016.26,0.19,30243.9,26648.4,3595.5
837,2024-12-09 15:04:38.695769,58,73,23,2,3,2098.49,0.1,6295.47,5504.25,791.22
838,2025-12-04 15:04:38.695769,12,6,10,4,7,104.57,0.19,731.99,559.51,172.48
839,2025-06-30 15:04:38.695769,178,160,14,4,18,273.46,0.15,4922.28,3342.42,1579.86
840,2024-05-05 15:04:38.695769,12,117,8,5,1,2303.72,0.13,2303.72,1893.56,410.16
841,2026-01-02 15:04:38.695769,331,189,11,4,14,1561.47,0.12,21860.58,16418.22,5442.36
842,2025-05-31 15:04:38.695769,235,75,10,5,17,2619.66,0.03,44534.22,30996.27,13537.95
843,2024-11-23 15:04:38.695769,117,48,16,3,10,557.54,0.19,5575.4,4770.6,804.8
844,2024-12-18 15:04:38.695769,234,136,6,5,2,1561.58,0.18,3123.16,2693.92,429.24
845,2024-08-28 15:04:38.695769,430,47,23,2,18,1497.93,0.03,26962.74,22208.04,4754.7
846,2025-01-20 15:04:38.695769,295,79,5,4,4,308.62,0.05,1234.48,1105.72,128.76
847,2026-02-24 15:04:38.695769,18,106,22,3,6,1899.69,0.2,11398.14,9642.6,1755.54
848,2025-09-05 15:04:38.695769,500,87,6,5,5,142.16,0.06,710.8,569.0,141.8
849,2025-07-26 15:04:38.695769,394,68,5,4,1,97.34,0.19,97.34,77.14,20.2
850,2025-09-12 15:04:38.695769,500,5,17,3,5,269.3,0.13,1346.5,1222.2,124.3
851,2024-12-23 15:04:38.695769,497,136,25,5,10,1736.99,0.13,17369.9,13469.6,3900.3
852,2025-05-28 15:04:38.695769,174,31,23,1,19,2508.54,0.15,47662.26,34254.53,13407.73
853,2025-09-17 15:04:38.695769,60,93,10,1,2,485.57,0.08,971.14,840.26,130.88
854,2024-06-04 15:04:38.695769,168,100,2,5,8,234.96,0.13,1879.68,1470.32,409.36
855,2024-12-11 15:04:38.695769,101,154,1,1,19,1621.89,0.11,30815.91,23513.26,7302.65
856,2024-05-30 15:04:38.695769,500,31,17,4,15,2471.42,0.04,37071.3,27043.05,10028.25
857,2025-08-07 15:04:38.695769,484,79,2,3,11,370.77,0.08,4078.47,3040.73,1037.74
858,2025-03-18 15:04:38.695769,7,88,10,3,14,591.08,0.07,8275.12,6631.52,1643.6
859,2024-05-30 15:04:38.695769,111,6,24,4,15,115.88,0.15,1738.2,1198.95,539.25
860,2024-12-22 15:04:38.695769,84,172,24,4,14,2163.68,0.15,30291.52,21309.96,8981.56
861,2025-10-24 15:04:38.695769,307,105,3,2,14,2283.54,0.04,31969.56,27659.52,4310.04
862,2025-08-21 15:04:38.695769,172,107,3,5,16,2002.37,0.15,32037.92,21424.96,10612.96
863,2025-12-16 15:04:38.695769,469,189,9,4,3,1293.11,0.03,3879.33,3518.19,361.14
864,2024-07-20 15:04:38.695769,103,104,6,4,15,817.57,0.06,12263.55,8860.35,3403.2
865,2025-01-05 15:04:38.695769,428,45,19,3,16,1869.72,0.1,29915.52,26784.64,3130.88
866,2024-03-04 15:04:38.695769,79,127,9,3,15,1507.99,0.19,22619.85,19011.3,3608.55
867,2026-01-12 15:04:38.695769,458,23,10,4,16,1023.02,0.04,16368.32,14237.44,2130.88
868,2024-12-10 15:04:38.695769,253,102,3,5,8,767.62,0.15,6140.96,5525.52,615.44
869,2025-05-22 15:04:38.695769,445,28,9,4,19,1318.62,0.19,25053.78,19388.55,5665.23
870,2025-10-12 15:04:38.695769,9,72,9,2,4,1211.03,0.12,4844.12,3877.52,966.6
871,2026-02-09 15:04:38.695769,70,34,12,2,5,2426.18,0.01,12130.9,9879.6,2251.3
872,2025-03-01 15:04:38.695769,25,54,10,3,12,2312.19,0.11,27746.28,21885.24,5861.04
873,2025-12-05 15:04:38.695769,94,170,25,1,3,1301.68,0.12,3905.04,2991.12,913.92
874,2025-01-19 15:04:38.695769,424,73,22,3,6,2417.26,0.05,14503.56,11008.5,3495.06
875,2025-10-16 15:04:38.695769,181,36,5,1,12,1589.24,0.03,19070.88,16753.32,2317.56
876,2025-07-11 15:04:38.695769,211,29,11,2,10,628.06,0.02,6280.6,5027.7,1252.9
877,2024-09-10 15:04:38.695769,408,6,18,5,5,104.02,0.14,520.1,399.65,120.45
878,2026-03-01 15:04:38.695769,283,169,23,1,17,1314.82,0.08,22351.94,15539.19,6812.75
879,2024-07-14 15:04:38.695769,473,55,1,4,3,1728.64,0.07,5185.92,4522.77,663.15
880,2025-05-28 15:04:38.695769,456,29,20,5,12,581.0,0.15,6972.0,6033.24,938.76
